City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
366,West Bay,KY,19.37,-81.42,87.8,70,75,17.22,broken clouds
367,Nizhniy Tsasuchey,RU,50.52,115.13,19.24,89,62,12.33,broken clouds
368,Kalmunai,LK,7.42,81.82,81.03,74,54,5.64,light rain
369,Backo Gradiste,RS,45.53,20.03,52.0,93,0,5.82,clear sky
370,Bengkulu,ID,-3.8,102.27,75.16,88,100,4.9,overcast clouds
371,Sao Paulo De Olivenca,BR,-3.38,-68.87,81.63,71,100,2.24,overcast clouds
372,Igarka,RU,67.47,86.58,20.75,97,100,14.38,light snow
373,Temiscaming,CA,46.72,-79.1,41.0,80,100,6.93,overcast clouds
374,Port Hawkesbury,CA,45.62,-61.35,50.0,63,20,13.87,few clouds
375,Port Hardy,CA,50.7,-127.42,48.2,76,75,7.99,broken clouds
376,Neepawa,CA,50.23,-99.47,30.2,74,75,11.41,broken clouds
377,Noyabrsk,RU,63.2,75.45,26.89,98,97,14.61,overcast clouds
378,Yongchang,CN,30.04,119.73,63.0,88,100,7.0,overcast clouds
379,Dargaville,NZ,-35.93,173.88,55.72,87,81,4.16,broken clouds
380,Panji,ID,-7.73,114.1,75.76,82,97,4.45,light rain
381,Kesan,TR,40.86,26.63,46.4,81,20,2.24,few clouds
382,Bilma,NE,18.69,12.92,74.82,22,0,5.99,clear sky
383,Champerico,GT,14.3,-91.92,87.8,62,75,9.17,broken clouds
384,Balaipungut,ID,1.05,101.28,73.72,92,100,2.33,moderate rain
385,Orchard Homes,US,46.86,-114.05,35.6,93,1,3.36,clear sky
386,San Blas,MX,21.52,-105.27,90.45,50,0,7.09,clear sky
387,Lensk,RU,60.73,114.93,-0.74,90,0,4.38,clear sky
388,Breves,BR,-1.68,-50.48,94.64,39,98,3.8,moderate rain
389,Cameron Park,US,38.67,-120.99,79.0,21,0,3.83,clear sky
390,Dhidhdhoo,MV,6.88,73.1,82.74,69,16,5.39,few clouds
391,Marawi,PH,8.0,124.29,75.99,87,100,8.61,light rain
392,Cap Malheureux,MU,-19.98,57.61,66.99,69,26,1.99,scattered clouds
393,Maputo,MZ,-25.97,32.59,71.01,88,75,9.17,broken clouds
394,Khandyga,RU,62.67,135.6,-11.94,87,0,1.5,clear sky
395,Porto Novo,BJ,6.5,2.6,82.4,78,40,11.41,scattered clouds
396,Saurimo,AO,-9.66,20.39,70.95,77,22,2.17,light rain
397,Omama,JP,36.43,139.28,48.99,81,100,1.01,overcast clouds
398,Iranshahr,IR,27.2,60.68,66.2,8,0,2.98,clear sky
399,Plaisance-Du-Touch,FR,43.57,1.3,63.0,77,0,5.82,clear sky
400,Bondo,CD,3.81,23.69,71.47,96,98,1.99,overcast clouds
401,Santa Maria Da Boa Vista,BR,-8.81,-39.83,88.34,45,45,5.75,scattered clouds
402,Hambantota,LK,6.12,81.12,79.36,83,47,8.1,scattered clouds
403,Craigieburn,AU,-37.6,144.95,53.6,93,90,5.82,overcast clouds
404,Hasaki,JP,35.73,140.83,59.0,93,75,2.24,broken clouds
405,Zvishavane,ZW,-20.33,30.07,67.84,62,47,6.87,scattered clouds
406,Zhicheng,CN,30.3,111.5,57.0,75,100,5.82,light rain
407,Grand Gaube,MU,-20.01,57.66,66.99,69,29,1.99,scattered clouds
408,Saskylakh,RU,71.92,114.08,-9.81,87,100,10.58,overcast clouds
409,Pasighat,IN,28.07,95.33,70.11,73,27,1.48,scattered clouds
410,Imperia,IT,43.97,7.78,60.01,93,75,1.16,broken clouds
411,Mogadishu,SO,2.04,45.34,80.04,79,100,11.41,light rain
412,Mackay,AU,-21.15,149.2,69.01,94,99,5.82,overcast clouds
413,Trat,TH,12.5,102.5,75.61,91,100,3.42,heavy intensity rain
414,Magdagachi,RU,53.45,125.8,15.96,91,100,9.6,overcast clouds
415,Damaturu,NG,11.75,11.96,83.53,22,100,10.94,overcast clouds
416,Tandil,AR,-37.32,-59.13,75.99,27,39,5.01,scattered clouds
417,Wolnzach,DE,48.6,11.63,55.4,93,100,3.36,light rain
418,Almaznyy,RU,48.04,40.05,57.2,100,75,13.42,light intensity shower rain
419,Igrim,RU,63.19,64.42,28.42,96,0,7.52,clear sky
420,Coquimbo,CL,-29.95,-71.34,60.8,67,20,12.75,few clouds
421,Shumskiy,RU,54.83,99.13,26.33,88,95,3.36,overcast clouds
422,Najran,SA,17.49,44.13,68.0,24,0,8.05,clear sky
423,Ndele,CF,8.41,20.65,73.8,83,96,0.98,overcast clouds
424,Sao Felix Do Xingu,BR,-6.64,-51.99,94.28,38,72,2.24,broken clouds
425,Murdochville,CA,48.96,-65.5,44.6,52,100,8.05,overcast clouds
426,Iralaya,HN,15.0,-83.23,82.09,84,17,13.69,moderate rain
427,Marseille,FR,43.33,5.5,60.01,87,1,2.24,clear sky
428,Bollene,FR,44.28,4.75,55.0,87,100,2.55,overcast clouds
429,Katangli,RU,51.71,143.23,41.74,88,84,5.19,moderate rain
430,Ende,ID,-8.84,121.66,77.61,79,100,1.92,light rain
431,Sistranda,NO,63.73,8.83,53.6,58,75,26.4,light intensity drizzle
432,Longyearbyen,SJ,78.22,15.64,32.0,93,40,24.16,scattered clouds
433,Verkhoyansk,RU,67.54,133.38,-10.46,88,90,3.02,overcast clouds
434,Lady Frere,ZA,-31.7,27.23,55.0,85,30,3.6,scattered clouds
435,Xining,CN,36.62,101.77,31.66,81,31,1.88,scattered clouds
436,Udachnyy,RU,66.42,112.4,1.4,84,0,6.71,clear sky
437,Calgary,CA,51.05,-114.09,59.0,33,75,8.05,broken clouds
438,Huangmei,CN,30.19,116.03,60.04,87,100,3.91,overcast clouds
439,Natitingou,BJ,10.3,1.38,82.4,39,0,4.7,clear sky
440,Russell,US,32.35,-85.2,72.0,60,40,9.17,scattered clouds
441,Avera,US,33.19,-82.53,66.99,82,1,10.29,clear sky
442,Hofn,IS,64.25,-15.21,41.0,56,20,16.11,few clouds
443,Iroquois Falls,CA,48.77,-80.68,32.0,97,90,10.29,snow
444,Tautira,PF,-17.73,-149.15,82.4,69,40,8.05,shower rain
445,Rio Grande,BR,-32.03,-52.1,71.6,49,20,8.05,few clouds
446,Camacha,PT,33.08,-16.33,69.8,83,20,4.7,few clouds
447,Kabinda,CD,-6.13,24.48,68.67,91,88,2.19,overcast clouds
448,Albion,US,42.24,-84.75,35.6,55,90,23.04,overcast clouds
449,Pala,TD,9.36,14.9,81.77,30,20,2.55,few clouds
450,Skelleftea,SE,64.75,20.95,46.4,81,75,12.75,broken clouds
451,Atikokan,CA,48.76,-91.62,26.67,82,0,10.98,clear sky
452,Hobyo,SO,5.35,48.53,81.07,75,1,8.03,clear sky
453,Khudumelapye,BW,-23.88,24.75,72.79,59,100,15.3,moderate rain
454,Luena,AO,-11.78,19.92,71.65,48,67,2.37,broken clouds
455,Oktyabrskoye,RU,43.06,44.74,53.01,93,0,4.47,clear sky
456,Sandy Bay,AU,-42.91,147.35,57.2,82,90,5.82,overcast clouds
457,Nizhniy Baskunchak,RU,48.22,46.83,52.02,45,0,6.55,clear sky
458,Cockburn Town,TC,21.46,-71.14,86.0,62,75,11.41,broken clouds
459,Pag,HR,44.45,15.06,53.6,93,20,3.47,mist
460,Jawhar,SO,2.78,45.5,77.65,83,100,8.34,moderate rain
461,Hamilton,US,39.18,-84.53,52.0,29,40,25.28,scattered clouds
462,Leeuwarden,NL,53.2,5.81,59.0,87,90,21.92,mist
463,Kirkwood,US,38.58,-90.41,52.0,27,20,18.34,few clouds
464,Ballina,AU,-28.87,153.57,60.8,93,1,5.82,clear sky
465,Kinablangan,PH,7.69,126.55,78.55,74,100,4.88,overcast clouds
466,Asau,RO,46.43,26.4,48.2,76,75,12.75,broken clouds
467,Cutro,IT,39.04,16.98,59.0,93,0,5.82,clear sky
468,Tazovskiy,RU,67.47,78.7,22.59,98,98,16.4,overcast clouds
469,Yulara,AU,-25.24,130.99,78.8,19,12,11.41,few clouds
470,Umm Kaddadah,SD,13.6,26.69,86.72,18,0,14.76,clear sky
471,Winnemucca,US,40.97,-117.74,55.4,26,1,9.17,clear sky
472,Mitu,CO,1.2,-70.17,76.28,90,100,0.81,light rain
473,Capao Da Canoa,BR,-29.75,-50.01,66.29,66,17,10.2,few clouds
474,Goba,ET,7.02,39.98,48.69,86,21,3.09,few clouds
475,Selma,US,36.57,-119.61,68.0,37,1,4.03,clear sky
476,Zyryanka,RU,65.75,150.85,-3.75,92,97,2.59,overcast clouds
477,Taoudenni,ML,22.68,-3.98,83.44,15,41,5.48,scattered clouds
478,Mount Gambier,AU,-37.83,140.77,46.4,93,75,5.82,mist
479,Sault Sainte Marie,CA,46.52,-84.33,35.6,80,90,24.16,overcast clouds
480,Tomigusuku,JP,26.18,127.67,71.6,83,20,1.12,few clouds
481,Buraydah,SA,26.33,43.98,73.4,35,0,8.05,clear sky
482,Nouadhibou,MR,20.93,-17.03,78.8,44,100,11.41,sand
483,Changji,CN,44.02,87.32,39.2,55,0,2.24,clear sky
484,Knysna,ZA,-34.04,23.05,62.6,93,20,11.41,few clouds
485,Miandoab,IR,36.97,46.1,55.4,26,0,6.93,clear sky
486,Makakilo City,US,21.35,-158.09,73.4,78,1,3.36,clear sky
487,Grindavik,IS,63.84,-22.43,39.2,80,75,8.05,broken clouds
488,Urcos,PE,-13.69,-71.62,69.8,28,40,5.82,scattered clouds
489,Rawson,AR,-43.3,-65.1,88.03,13,0,7.31,clear sky
490,Vestmannaeyjar,IS,63.44,-20.27,39.2,80,0,17.22,clear sky
491,Takoradi,GH,4.88,-1.76,78.98,87,100,7.54,light rain
492,Nelson Bay,AU,-32.72,152.15,64.99,87,90,9.17,overcast clouds
493,Bossangoa,CF,6.49,17.46,72.0,93,82,2.55,moderate rain
494,Acarau,BR,-2.89,-40.12,84.99,66,0,18.95,clear sky
495,Rypefjord,NO,70.63,23.67,39.2,81,0,13.87,clear sky
496,Jardim,BR,-21.48,-56.14,84.36,42,37,8.05,scattered clouds
497,Ust-Barguzin,RU,53.45,108.98,21.87,91,81,2.66,broken clouds
498,Terra Santa,BR,-2.1,-56.49,100.38,28,3,4.36,clear sky
499,Dukat,RU,62.55,155.55,11.3,93,100,4.9,overcast clouds
500,Hutchinson,US,38.06,-97.93,53.6,25,1,8.05,clear sky
501,Tiarei,PF,-17.53,-149.33,82.4,69,40,8.05,shower rain
502,Cermik,TR,38.14,39.45,68.0,24,75,4.7,light rain
503,Matara,LK,5.95,80.54,77.38,84,1,6.53,clear sky
504,Sungurlu,TR,40.17,34.37,45.16,61,0,1.07,clear sky
505,Cherskiy,RU,68.75,161.3,7.23,95,98,8.52,overcast clouds
506,Jacareacanga,BR,-6.22,-57.75,86.77,62,93,6.04,light rain
507,Goianesia,BR,-15.32,-49.12,79.41,71,75,4.5,moderate rain
508,Pakxan,LA,18.38,103.66,70.99,86,1,2.73,clear sky
509,Bara,NG,10.37,10.73,81.28,28,99,5.79,overcast clouds
510,Gat,IL,31.61,34.76,75.0,68,100,6.38,overcast clouds
511,Sabang,ID,5.89,95.32,81.77,78,98,14.05,overcast clouds
512,Qasigiannguit,GL,68.82,-51.19,21.2,57,100,6.93,light snow
513,Bonthe,SL,7.53,-12.51,81.82,75,49,7.81,scattered clouds
514,Wageningen,NL,51.97,5.67,64.0,93,75,12.75,broken clouds
515,Mahanoro,MG,-19.9,48.8,67.66,73,85,2.98,overcast clouds
516,Padilla,CO,3.22,-76.31,84.2,51,40,6.93,scattered clouds
517,Ruthin,GB,53.11,-3.32,62.01,91,100,11.01,light rain
518,Madang,PG,-5.22,145.8,76.89,87,86,3.98,light rain
519,Ternate,ID,0.8,127.4,81.5,79,100,5.5,overcast clouds
520,La Palma,US,33.85,-118.05,75.0,49,1,4.7,haze
521,Lerwick,GB,60.15,-1.15,50.0,70,94,12.75,light rain
522,Ancud,CL,-41.87,-73.82,70.0,52,0,5.82,clear sky
523,Witu,KE,-2.39,40.44,78.8,83,1,8.05,clear sky
524,Porto Empedocle,IT,37.29,13.53,68.0,88,5,1.12,clear sky
525,Biak,ID,-0.91,122.88,77.54,75,100,5.7,overcast clouds
526,Oyama,JP,36.3,139.8,61.0,93,75,3.36,broken clouds
527,Isangel,VU,-19.55,169.27,75.27,83,9,14.03,clear sky
528,Shenjiamen,CN,29.96,122.3,65.28,85,100,12.64,overcast clouds
529,Okha,RU,53.57,142.95,40.98,94,100,8.57,overcast clouds
530,Monrovia,LR,6.3,-10.8,80.8,81,47,8.46,scattered clouds
531,Kaele,CM,10.11,14.45,84.51,23,0,8.32,clear sky
532,Kununurra,AU,-15.77,128.73,80.6,69,77,4.7,broken clouds
533,Sao Joao Batista,BR,-27.28,-48.85,73.0,60,73,5.01,broken clouds
534,Taksimo,RU,56.34,114.88,6.73,84,23,2.95,few clouds
535,Korla,CN,41.76,86.15,35.01,58,0,11.01,clear sky
536,Solnechnyy,RU,50.72,136.63,31.73,96,100,4.52,overcast clouds
537,Khasan,RU,42.43,130.64,43.05,61,0,15.48,clear sky
538,Samarai,PG,-10.62,150.67,81.1,83,100,7.76,overcast clouds
539,Port Lincoln,AU,-34.73,135.87,62.42,67,86,10.65,overcast clouds
540,Faya,SA,18.39,42.45,66.2,88,0,3.94,clear sky
541,Ndola,ZM,-12.96,28.64,70.74,47,36,6.08,scattered clouds
542,Pangnirtung,CA,66.15,-65.71,15.8,72,75,6.93,shower rain
543,Kaeo,NZ,-35.1,173.78,60.01,96,100,1.99,overcast clouds
544,Antalaha,MG,-14.9,50.28,68.92,74,28,8.84,scattered clouds
545,Kuusamo,FI,65.97,29.18,39.2,93,90,11.41,overcast clouds
546,Lima,PE,-12.04,-77.03,66.2,77,75,9.17,broken clouds
547,Antonina,BR,-25.43,-48.71,68.0,52,40,8.05,scattered clouds
548,Shimoda,JP,34.67,138.95,52.0,84,36,3.78,scattered clouds
549,Tukrah,LY,32.53,20.58,69.35,62,2,7.67,clear sky
550,Ko Samui,TH,9.54,99.94,82.87,75,100,5.26,overcast clouds
551,South Lake Tahoe,US,38.93,-119.98,64.99,24,1,3.36,clear sky
552,Sokoni,TZ,-6.43,39.55,80.6,78,40,11.59,scattered clouds
553,Shelbyville,US,35.48,-86.46,64.4,45,0,9.17,clear sky
554,Mancio Lima,BR,-7.61,-72.9,86.0,66,75,6.93,broken clouds
555,Klichka,RU,50.45,118.0,18.95,80,100,12.84,overcast clouds
556,Kenora,CA,49.82,-94.43,23.0,45,20,5.82,few clouds
557,Perigueux,FR,45.18,0.72,60.01,81,100,4.72,overcast clouds
558,Wajima,JP,37.4,136.9,64.94,72,100,21.18,light rain
559,Toamasina,MG,-18.17,49.38,69.8,94,40,1.12,scattered clouds
560,Rapid Valley,US,44.06,-103.15,57.99,40,1,14.99,clear sky
561,Sur,OM,22.57,59.53,69.82,49,0,3.8,clear sky
562,Katsuura,JP,35.13,140.3,59.0,67,40,1.12,scattered clouds
563,Olinda,BR,-8.01,-34.86,84.2,70,40,12.75,scattered clouds
564,Roebourne,AU,-20.78,117.13,72.36,74,88,12.28,overcast clouds
565,Shimanovsk,RU,52.0,127.7,27.25,98,100,13.4,snow
566,Waipawa,NZ,-41.41,175.52,57.2,82,100,14.99,light rain
567,Santa Marta,CO,11.24,-74.2,82.94,76,91,7.58,moderate rain
568,Tarakan,ID,3.3,117.63,76.53,88,100,9.15,overcast clouds
569,Lac Du Bonnet,CA,50.25,-96.06,28.0,68,22,16.11,few clouds
570,Seymchan,RU,62.88,152.43,7.59,93,93,0.87,overcast clouds
571,Eyl,SO,7.98,49.82,80.35,68,0,19.24,clear sky
572,Scottsbluff,US,41.87,-103.67,53.01,57,1,4.7,clear sky
573,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,30.2,80,24,6.71,few clouds
574,Smithers,CA,54.78,-127.17,46.4,81,75,11.41,broken clouds
575,Karabulak,RU,43.3,44.9,53.01,93,5,4.47,clear sky
576,Sukhumi,GE,43.0,41.02,62.89,80,100,4.63,light rain
577,Emerald,AU,-23.53,148.17,68.0,45,0,9.17,clear sky
578,Jaca,ES,42.57,-0.55,61.0,91,38,2.55,scattered clouds
579,Olafsvik,IS,64.89,-23.71,37.56,78,96,12.66,overcast clouds
580,Roald,NO,62.58,6.13,53.6,54,0,12.75,light rain
581,Krasnoarmeysk,RU,51.02,45.7,45.0,79,2,8.99,clear sky
582,Port Blair,IN,11.67,92.75,80.4,78,100,3.09,overcast clouds
583,Okhotsk,RU,59.38,143.3,18.54,87,100,15.66,overcast clouds
584,Colonial Park,US,40.3,-76.81,51.8,81,90,10.29,overcast clouds
585,Redcar,GB,54.62,-1.06,54.0,93,75,13.87,heavy intensity rain
586,Along,IN,28.17,94.77,65.12,85,37,1.32,scattered clouds
587,General Roca,AR,-39.03,-67.58,89.6,19,0,4.7,clear sky
588,Ullal,IN,12.8,74.85,80.6,78,75,6.93,mist
589,Mildura,AU,-34.2,142.15,55.4,87,20,5.53,few clouds
590,Vila Velha,BR,-20.33,-40.29,75.2,69,75,12.75,broken clouds
591,Celica,EC,-4.12,-79.95,91.4,18,0,12.75,clear sky
592,Prince Albert,CA,53.2,-105.77,41.0,56,75,14.99,broken clouds
593,Starkville,US,33.45,-88.82,70.0,48,1,13.56,clear sky
594,Belozerskoye,RU,55.82,65.58,28.26,97,61,5.68,broken clouds
595,Abnub,EG,27.27,31.15,77.0,61,0,16.11,clear sky
596,Ayr,GB,55.46,-4.63,51.8,93,75,16.11,broken clouds
597,Hudiksvall,SE,61.73,17.1,49.28,89,100,16.15,light rain
598,Ostrovnoy,RU,68.05,39.51,35.42,90,65,16.13,broken clouds
599,Kulachi,PK,31.93,70.46,68.54,21,0,4.29,clear sky
600,Harper,LR,4.38,-7.72,79.21,84,62,6.69,broken clouds
601,El Vigia,VE,8.62,-71.65,88.74,54,34,3.62,light rain
602,Jaroslaw,PL,50.02,22.68,39.2,100,90,4.7,fog
603,Riyadh,SA,24.69,46.72,71.6,33,0,7.2,clear sky
604,Sudogda,RU,55.95,40.86,39.7,89,100,7.74,moderate rain
605,Denpasar,ID,-8.65,115.22,78.03,83,80,5.32,broken clouds
606,Miandrivazo,MG,-19.52,45.47,80.1,64,0,5.32,clear sky
607,Alofi,NU,-19.06,-169.92,73.4,94,36,11.41,light rain
608,Filadelfia,US,39.95,-75.16,54.0,93,90,18.34,moderate rain
609,Sergeyevka,KZ,53.88,67.42,33.15,94,0,7.43,clear sky
610,Fare,PF,-16.7,-151.02,80.8,77,75,22.64,broken clouds
611,Terrace,CA,54.52,-128.6,50.0,93,75,25.28,broken clouds
612,Sorland,NO,67.67,12.69,48.2,81,0,20.8,clear sky
613,Kupang,ID,-10.17,123.58,80.4,75,100,8.93,overcast clouds
614,Skjervoy,NO,70.03,20.97,44.8,74,100,14.61,overcast clouds
615,Ayan,RU,56.45,138.17,27.1,98,100,23.62,snow
616,Vestmanna,FO,62.16,-7.17,44.6,93,100,8.05,light rain
617,Kavieng,PG,-2.57,150.8,82.69,73,22,6.31,few clouds
618,Payo,ID,-3.75,103.64,72.18,95,96,1.97,overcast clouds
619,Kembe,CF,4.62,21.89,72.75,87,100,2.75,overcast clouds
620,Sungaipenuh,ID,-2.08,101.38,64.53,92,100,0.51,overcast clouds
621,Turayf,SA,31.67,38.66,71.6,30,75,5.68,broken clouds
622,Santa Vitoria Do Palmar,BR,-33.52,-53.37,65.3,48,0,9.82,clear sky
623,Ukiah,US,39.15,-123.21,75.0,42,1,2.84,clear sky
624,Kwinana,AU,-32.25,115.77,57.99,100,75,5.82,broken clouds
625,Pudozh,RU,61.81,36.53,30.2,97,0,4.9,clear sky
626,Shar,KZ,49.59,81.05,34.63,83,43,10.56,scattered clouds
627,Halifax,CA,44.65,-63.57,51.01,66,100,20.8,overcast clouds
628,Paamiut,GL,61.99,-49.67,26.17,95,98,5.57,overcast clouds
629,Ovalle,CL,-30.6,-71.2,79.38,26,0,9.51,clear sky
630,Moerai,PF,-22.43,-151.33,75.88,86,100,19.48,light rain
631,Dunedin,NZ,-45.87,170.5,48.99,63,100,15.01,overcast clouds
632,Isla Vista,US,34.41,-119.86,73.99,68,1,6.93,clear sky
633,Tarko-Sale,RU,64.92,77.78,30.18,98,90,19.48,overcast clouds
634,Yumen,CN,40.28,97.2,28.13,90,0,1.45,clear sky
635,Goure,NE,13.98,10.27,82.0,22,68,4.0,broken clouds
636,Kautokeino,NO,69.01,23.04,37.9,94,100,21.03,light rain
637,Verkh-Chebula,RU,56.03,87.62,34.14,89,100,15.39,overcast clouds
638,Stepnyak,KZ,52.83,70.78,36.84,87,100,8.25,overcast clouds
639,Foam Lake,CA,51.65,-103.53,41.0,48,2,17.22,clear sky
640,Dillon,US,34.42,-79.37,62.6,100,90,11.41,overcast clouds
641,Betong,TH,5.77,101.07,71.13,93,100,1.16,overcast clouds
642,Yushu,CN,44.8,126.53,31.3,86,23,11.81,few clouds
643,Agucadoura,PT,41.43,-8.78,64.4,93,90,11.41,light intensity drizzle
644,Lebedinyy,RU,58.52,125.52,-13.02,90,100,2.17,overcast clouds
645,Ampanihy,MG,-24.7,44.75,69.93,70,0,12.93,clear sky
646,Bongor,TD,10.28,15.37,83.71,27,4,6.64,clear sky
647,Luang Prabang,LA,19.89,102.13,72.72,83,83,0.29,broken clouds
648,Tecpan,GT,14.76,-90.99,75.99,63,75,34.45,broken clouds
649,Manzanillo,CU,20.34,-77.12,84.16,72,100,9.66,overcast clouds
650,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,82.4,74,90,4.7,overcast clouds
651,Mogzon,RU,51.74,111.96,14.36,90,43,9.31,scattered clouds
652,Luba,GQ,3.46,8.55,78.82,81,80,5.26,broken clouds
653,Oban,GB,56.41,-5.47,51.01,88,100,8.99,overcast clouds
654,Lhokseumawe,ID,5.18,97.15,78.46,82,100,4.65,light rain
655,Ulladulla,AU,-35.35,150.47,57.99,93,75,10.29,broken clouds
656,Tucurui,BR,-3.77,-49.67,96.06,35,82,0.6,broken clouds
657,Les Cayes,HT,18.2,-73.75,84.09,70,100,11.79,overcast clouds
658,Garoua,CM,9.3,13.4,89.6,25,0,5.82,clear sky
659,Gizo,SB,-8.1,156.84,83.01,75,50,8.12,light rain
660,Corrente,BR,-3.74,-43.34,91.24,45,85,3.2,overcast clouds
661,Gambela,ET,8.25,34.58,73.06,88,83,2.66,broken clouds
662,Ormara,PK,25.21,64.64,76.35,41,0,8.37,clear sky
663,Lata,PT,40.16,-8.33,66.99,89,85,2.01,overcast clouds
664,Wewak,PG,-3.55,143.63,79.47,81,97,4.05,light rain
665,Flinders,AU,-34.58,150.86,60.01,84,78,3.0,broken clouds
666,Abha,SA,18.22,42.51,66.2,88,0,4.81,clear sky
667,Lethem,GY,3.38,-59.8,93.33,46,34,4.34,scattered clouds
668,Yuanping,CN,38.72,112.76,39.58,61,0,8.41,clear sky
669,Luganville,VU,-15.53,167.17,77.0,88,75,3.36,broken clouds
670,Bowen,AU,-20.02,148.23,69.8,94,100,2.24,overcast clouds
671,Turangi,NZ,-39.0,175.93,57.99,86,100,1.99,overcast clouds
672,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,80.33,74,81,13.2,broken clouds
673,Phalaborwa,ZA,-23.94,31.14,69.8,83,100,8.05,overcast clouds
674,Benguela,AO,-12.58,13.41,78.15,81,100,6.8,overcast clouds
675,Challapata,BO,-18.9,-66.77,61.34,24,0,7.7,clear sky
676,Bertinoro,IT,44.15,12.14,57.0,76,59,4.12,mist
677,Khilok,RU,51.37,110.47,13.33,92,98,9.28,overcast clouds
678,Omboue,GA,-1.57,9.26,75.16,93,100,3.69,overcast clouds
679,Columbus,US,39.96,-83.0,48.99,42,40,29.97,scattered clouds
680,Wanlaweyn,SO,2.62,44.89,78.33,82,100,9.55,moderate rain
681,Yeppoon,AU,-23.13,150.73,69.8,94,0,5.17,clear sky
682,Kazachka,RU,53.36,38.07,45.82,94,86,11.27,overcast clouds
683,Tuatapere,NZ,-46.13,167.68,48.0,79,51,11.01,broken clouds
684,Khor,RU,47.89,134.95,33.62,91,7,7.11,clear sky
685,Prince Rupert,CA,54.32,-130.32,53.6,87,90,20.8,overcast clouds
686,Saint-Francois,FR,46.42,3.91,66.2,63,90,6.93,overcast clouds
687,Honningsvag,NO,70.98,25.97,39.2,86,40,18.34,scattered clouds
688,Mehamn,NO,71.04,27.85,37.4,86,0,19.46,light rain
689,San Rafael Del Sur,NI,11.85,-86.44,84.2,66,40,4.7,scattered clouds
690,Presidente Medici,BR,-11.18,-61.9,93.96,36,87,4.25,overcast clouds
691,Loreto,MX,22.27,-101.97,73.22,20,0,20.54,clear sky
692,Qiyang,CN,26.59,111.85,59.92,73,100,2.46,overcast clouds
693,Trelew,AR,-43.25,-65.31,94.96,10,0,10.2,clear sky
694,Ucluelet,CA,48.93,-125.55,48.2,87,20,4.7,few clouds
695,Kota Tinggi,MY,1.74,103.9,78.8,94,20,3.36,few clouds
696,Gunzenhausen,DE,49.1,10.75,55.0,100,90,9.17,overcast clouds
697,Xixiang,CN,35.16,112.86,55.99,99,0,4.76,clear sky
698,Renala Khurd,PK,30.88,73.6,64.6,25,0,3.58,clear sky
699,Dayong,CN,25.02,118.29,69.8,77,0,2.24,clear sky
700,Wanning,CN,18.8,110.4,70.68,89,100,6.67,heavy intensity rain
701,Ust-Kut,RU,56.79,105.77,15.8,87,0,2.95,clear sky
